title,관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,지정일자,수용인원수,주차가능수,description,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
마이산도립공원 일원,관광지,전라북도 진안군 마령면 마이산남로 182,전라북도 진안군 마령면 동촌리 76-2,35.757066,127.393795,16900000,"화장실(6개소), 파고라,NFC(8개소)",,,"6개소(가위박물관,명인명품관,홍삼스파,산약초타운,역사박물관,마이돈농촌테마공원)","남부(13개소),북부(13개소)",2개소(남부및북부관광안내소),1979.10.16,6500,862,"마이산은 암마이봉(686m)과 수마이봉(680m)으로 진안읍 단양리와 마령면 동촌리 경계면에 걸쳐있다. 신라시대 서다산(西多山), 고려시대 용출산(聳出山), 조선 초 속금산(束金山)에서 현재는 말의 귀를 닮았다는 의미의 마이산(馬耳山)으로 불리고 있다. 1979년 전라북도 도립공원으로 지정되었고 2003년 10월 31일에는 마이산 권역 160여 ㎢가 명승 제12호 국가지정문화재로 승격되어 진안군수가 위탁 관리한다.",063-430-8752,전라북도 진안군,2021.9.15,4730000,전라북도 진안군
용담호및주변시설,관광지,전라북도 진안군 안용로 793,전라북도 진안군 안천면 삼락리 1179-2,35.946973,127.525991,31400000,"휴게소 및 망향의동산(6개소), 화장실(5개소)",,,"4개소(용담댐물문화관, 용담호사진관, 용담가족테마공원, 용담호자연생테습지공원)",없음,1개소(용담댐물관리단),2001.10.13,200,100,"댐으로 만들어진 인공호수로써 높이 70m, 길이 498m, 저수량이 8억1,500톤에 이르고 댐주위로 난 이설도로를 따라 여러가지 볼거리가 구비되어 있다.",063-430-4263,한국수자원공사,2021.9.15,4730000,전라북도 진안군
운장산자연휴양림,관광지,전라북도 진안군 정천면 휴향림길 77,전라북도 진안군 정천면 갈용리 산 183,35.895328,127.425691,19580000,"도로, 관리사무소, 공중화장실3개소, 오수처리장",,,야영장 20개,관리사무소,관리사무소,2000.1.1,400,200,약7㎞에 달하는 운장산 계곡은 원시림과 옥류수가 연중 흐르고 순환임도와 연접하고 여러가지 기암바위들이 자연수목과 조화를 이룬다,063-432-1193,국립자연휴양관리사무소,2021.9.15,4730000,전라북도 진안군
데미샘자연휴양림,관광지,전라북도 진안군 백운면 데미샘1길 172,전라북도 진안군 백운면 덕현리 산 100,35.651308,127.464888,2000000,"도로, 관리사무소, 공중화장실2개소, 오수처리장",,,휴양관1개소,관리사무소,관리사무소,2012.5.18,200,100,데미샘은 3개도 10개 시군에 걸쳐 218.6㎞를 흐르는 우리나라에서 4번째로 긴강인 섬진강의 발원지이다,063-290-6991,전라북도,2021.9.15,4730000,전라북도 진안군
진안고원치유의숲,관광지,전라북도 진안군 봉학로 171-22,전라북도 진안군 정천면 봉학리 688,35.885974,127.403479,48545,"도로, 관리사무소, 공중화장실3개소, 오수처리장",,,"작은도서관, 옥녀폭포 산책길",한식당 및 관리사무소,사무실,2012.7.1,200,100,"전국 최초로 설립된 환경성질환 예방교육시설이다. 생활치료 공간으로 교육관과 생활관, 체험관, 유기농식당을 갖추고 있다. 방학과 주말은 물론 평일에도 아토피로 고통받는 어린이와 가족들이 함께행활하면저 치유할수 있다",063-433-1666,전북권 환경성질환치유센터,2021.9.15,4730000,전라북도 진안군
가위박물관,관광지,전라북도 진안군 진안읍 마이산로 258,전라북도 진안군 진안읍 단양리 690-4,35.766161,127.414949,556.99,"전시실, 수장고, 사무실, 뮤지업숍",,,"6개소(가위박물관,명인명품관,홍삼스파,산약초타운,역사박물관,마이돈농촌테마공원)",안내실,안내실,2016.12.9,200,100,"세계유일의 가위박물관, 진안가위박물관, 마이산북부에 위치하고 세계 희귀 가위 1,500여점을 소장",063-430-8745,전라북도 진안군,2021.9.15,4730000,전라북도 진안군
산청전통한방휴양관광지,관광지,경상남도 산청군 금서면 동의보감로555번길 45-6,경상남도 산청군 금서면 특리 1300-86,35.44106575,127.8293609,294998,6개소,1동(31실),-,6개소 18동,1동,녹지6개소,2001.6.22,250000,200,"엑스포주제관, 한의학박물관, 동의전 등 머무를 수 있는 체류형 관광지",055-970-6633,산청군 한방항노화실,2021.9.10,5450000,경상남도 산청군
산청중산관광지,관광지,경상남도 산청군 시천면 지리산대로 525,경상남도 산청군 시천면 중산리 519,35.29329703,127.7549296,292515,6개소,8동,1개소,2개소 2동,1동,,1990.11.9,10000,165,수려한 자연경관과 지리산 천왕봉을 조망할 수 있는 산악형 관광지,055-970-7222,산청군 관광진흥과,2021.9.10,5450000,경상남도 산청군
산청금서관광지,관광지,경상남도 산청군 금서면 친환경로 1715,경상남도 산청군 금서면 지막리 산12,35.394237,127.847052,194800,1개소,9동,1개소 2동,2동,1동,,1991.12.30,1200,100,수려한 자연경관을 조망할 수 있는 가족단위 형태의 관광지,055-970-7222,산청군 관광진흥과,2021.9.10,5450000,경상남도 산청군
도림사,관광지,전라남도 곡성군 곡성읍 도림로 175,전라남도 곡성군 곡성읍 월봉리 327,35.26727743,127.2575047,242.55,공중화장실,도림사오토캠핑장,,도림사오토캠핑장,,,1990.2.13,1000,100,숲과 계곡이 아름다운 청정도량,061-362-2727,도림사,2021.9.7,4860000,전라남도 곡성군
간월도관광지,관광지,,충청남도 서산시 부석면 간월도리 산33 일원,36.60625263,126.4177537,55819,화장실+주차장,,,간월암,,,2000.5.4,100000,139,개발진행중,041-660-2373,충청남도 서산시청 관광과,2022.8.25,4530000,충청남도 서산시
서산류방택천문기상과학관,관광지,충청남도 서산시 인지면 무학로 1353-4,,36.72735767,126.4131464,3770,사무실+화장실+주차장,,,,,,2011.7.11,280,25,천상열차분야지도를 제작한 충남 서산 출신 고려말 천문학자 류방택 선생의 뜻을 기려 설립된 과학관,041-669-8496,서산시 문화시설사업소+류방택천문기상과학관관리소,2022.8.25,4530000,충청남도 서산시
서산버드랜드,관광지,충청남도 서산시 부석면 천수만로 655-73,,36.62951253,126.378389,244804,화장실(5동)+주차장+안내소(4개소),,,,,,2013.11.1,10000,200,철새도래시기에는 천수만에 도래하는 철새들을 탐조투어를 통해 볼 수 있고 특별프로그램 기간에는 각종 체험행사 등을 경험할 수 있으며 4D 영상 등의 볼거리가 있음,041-661-8054,서산시 버드랜드사업소,2022.8.25,4530000,충청남도 서산시
용현자연휴양림,관광지,충청남도 서산시 운산면 마애삼존불길 339,,36.7518805,126.6076383,100000,관리사무소+화장실+주차장,,,,,,2000.6.12,800,98,용현계곡 한가운데 자리해 심산유곡의 경치를 자랑하는 산림휴양의 적지,041-664-1971,국립자연휴양림관리소,2022.8.25,4530000,충청남도 서산시
해미읍성,관광지,충청남도 서산시 해미면 남문2로 143,,36.71355717,126.5503842,196381,사무실+화장실+주차장,,,,,,1963.1.21,300000,24000,500년 옛모습을 잘 간직한 조선시대 석축 읍성,041-660-3069,서산시 문화시설사업소+해미읍성관광안내소,2022.8.25,4530000,충청남도 서산시
하회관광지,관광지,경상북도 안동시 풍천면 전서로 206,경상북도 안동시 풍천면 하회리 287,36.5489594,128.5274931,184000,관리사무소+주차장+매표소+화장실 등,조성중,궁도장,탈박물관+휴게시설+야외공연장 등,,안내소+매표소,2001.1.1,100000,500,하회마을등 주변의전통문화자원과 연계된 관광여가단지,054-840-5820,경상북도 안동시청,2022.8.17,5070000,경상북도 안동시
섬진강 기차마을,관광지,전라남도 곡성군 오곡면 기차마을로 232,전라남도 곡성군 오곡면 오지리 770-5,35.27753157,127.3082867,218369,"기차마을 사무실, 관광안내소, 수유실",기차마을 로즈유스호스텔,"드림랜드, 요술랜드, 미니기차, 기차마을 레일바이크","기차마을 생태학습관, 기차마을 카페",,,2005.6.30,50000,1000,"기차를 테마로 다양한 즐길거리가 구비된 곡성의 대표 관광지로, 3년 연속 한국관광100선에 선정되었음. 매년 세계장미축제와 곡성심청축제가 열리는 주무대",061-360-8636,전라남도 곡성군청,2021.9.7,4860000,전라남도 곡성군
대성관광지,관광지,경기도 가평군 청평면 대성강변길 14,경기도 가평군 청평면 대성리 601-3,37.67999086,127.3799217,262722,공중화장실(2동)+운영(1동),4동 운영+4동 계획,유원시설 등 계획,선착장 3개 운영+야영장 등 계획,매점+식당 등 4개소 운영+상가 5개소 계획,없음,1968.10.4,1000,25,"경춘가도의 대성리역을 중심으로 북한강변 8만여 평에 이루어져 있으며, 산책로, 피크닉장, 자전거도로가 조성되어 있으며, 여러 편의시설도 들어서 있다. 북한강은 수영이  금지되어 있으며, 보트 등 수상스포츠는 즐길 수 있다.",031-580-4633,가평군청 관광과,2021.8.24,4160000,경기도 가평군
산장관광지,관광지,경기도 가평군 상면 덕현산장길 71 산장관광지,경기도 가평군 상면 덕현리 21,37.75420886,127.4105873,118040,도로+주차장+관리사무소+홍수위관리소,가족호텔 1개소+펜션하우스 3개소 운영+콘도미니엄 2개소 계획,다목적운동장 계획중,야영장 및 야영공연장 등 운영,음식점 및 상가 2동 운영+3동 계획,없음,1977.3.31,2700,156,"1977년에 국민관광지로 지정, 자연경관을 최대한 살린 계곡형 관광지로 개발되었으며, 북한강 지류인 조종천의 맑은 물이 한데 어우러져 경치가 아름답다. 주요 시설로는 야영장과 다양한 숙박시설, 계곡자연풀장이 있다.",031-580-2516,가평군청 관광과,2021.8.24,4160000,경기도 가평군
맹종죽테마공원,관광지,경상남도 거제시 하청면 거제북로 700,경상남도 거제시 하청면 실전리 880-3,34.967708,128.650512,40215,화장실,N,서바이벌 체험장,맹종족 숲체험,안내소,,2000.10.1,1000,20,맹종죽을 이용한 창조적 활용과 보존을 통하여 죽림욕을 이용한 치유，바다경관과 환경예술을 접목한 경관치유，맹족죽을 이용한 체험놀이치유가 가능한 죽림테라피 공간입니다.,055-637-0067,경상남도 거제시청,2021.9.6,5370000,경상남도 거제시
거제박물관,관광지,경상남도 거제시 거제대로 3791(옥포동),경상남도 거제시 옥포동 1565,34.894071,128.686203,899.16,화장실,N,N,전시실,안내소,,1991.12.21,200,10,거제의 역사와 자료를 수집，정리，연구전시하고 있는 비영리 법인인 거제 문화재단의 사업기관,055-687-6790,거제박물관,2021.9.6,5370000,경상남도 거제시
거제시농업개발원,관광지,경상남도 거제시 거제면 거제남서로 3577,경상남도 거제시 거제면 서정리 855-9,34.856464,128.579187,58904.67,화장실,N,N,전시실,안내소,,1992.3.1,3000,50,지역실정에 맞는 농업기술과 지역소득작물을 연구개발 보급하여 농업인의 소득을 높이고，도시민에게는 농업 현장체험과 사계절 꽃 및 난지식물을 만날 수 있는 농업테마공원,055-639-6421,거제시농업개발원,2021.9.6,5370000,경상남도 거제시
거제요트학교,관광지,경상남도 거제시 일운면 지세포해안로 41,경상남도 거제시 일운면 지세포리 929-88,34.833694,128.701885,174,화장실,N,N,N,안내소,,2004.5.25,250,25,요트 산업의 활성화와 해양레저 스포츠 인구의 저변 확대는 물론 요트，윈드서핑을 비롯한 해양레저 스포츠의 철저한 교육 등 요트인구 저변 확대,055-682-1100,경상남도 거제시청,2021.9.6,5370000,경상남도 거제시
거제자연휴양림,관광지,경상남도 거제시 동부면 거제중앙로 325,경상남도 거제시 동부면 구천리 산103,34.785699,128.625943,1200000,화장실+ 샤워장+ 취사장,야영데크+ 숲속의집(펜션)+ 수련장,족구장,등산로+산책로,안내소,,1993.1.1,2000,50,동부면 구천리 노자산 해발 565M 위치에 120ha 면적에 설치되었으며，산 정상에 전망대가 설치되어 거제전역과 한려해상국립공원의 크고 작은 섬들과 기암절병의 해안선을 관망할 수 있는 가족단위 휴양객들이 많이 찾고 있다,055-639-8115,경상남도 거제시 거제해양관광개발공사,2021.9.6,5370000,경상남도 거제시
계도어촌체험마을,관광지,경상남도 거제시 사등면 가조로 837,경상남도 거제시 사등면 창호리 1070-14,34.974872,128.517512,516.32,화장실+ 샤워장+ 취사장,해상콘도,N,N,안내소,,2007.10.1,100,10,가조도의 서북쪽에 위치 앞 바다에 닭모양의 닭섬이 있어 계도마을이라 하였다. 주요 특산물로는 미더덕 젓갈，미더덕，마른멸치，건홍합이 있다.,055-632-2515,경상남도 거제시청,2021.9.6,5370000,경상남도 거제시
다대어촌체험마을,관광지,경상남도 거제시 남부면 다대5길 11,경상남도 거제시 남부면 다대리 424,34.73449995,128.630513,6143.9,화장실+ 샤워장+ 취사장,해상콘도,N,N,N,,2007.10.1,100,10,남부면 다대리에 위치한 다대마을로서 갯벌체험을 할 수 있다.,055-632-7506,경상남도 거제시청,2021.9.6,5370000,경상남도 거제시
도장포어촌체험마을,관광지,경상남도 거제시 남부면 도장포1길 76,경상남도 거제시 남부면 갈곶리 292-13,34.743449,128.662475,928.12,화장실+ 샤워장+ 취사장,해상콘도,N,N,N,,2007.10.1,200,78,도장포 마을 인근에는 신선대와 바람의 언덕이 있다. 아름다운 풍경으로 새롭게 각광받고 있는 관광지로 연인들에게 인기 만점이다.,055-638-2202,경상남도 거제시청,2021.9.6,5370000,경상남도 거제시
쌍근어촌체험마을,관광지,경상남도 거제시 남부면 남부해안로 1094,경상남도 거제시 남부면 탑포리 504-1,34.762399,128.589438,1451.25,화장실+ 샤워장+ 취사장,해상콘도,N,N,N,,2007.10.1,200,30,남부면의 왕조산 자락에 자리잡고 있으며，바닷가의 시원한 바람을 느낄 수 있는 전형적인 어촌마을이다.,055-635-6238,경상남도 거제시청,2021.9.6,5370000,경상남도 거제시
씨라인,관광지,경상남도 거제시 덕포5길 32-3,경상남도 거제시 덕포동 365-3,34.91111602,128.7102346,514.12,화장실,N,짚라인,N,N,,2010.4.3,200,50,덕포해수욕장의 맑고 푸른 바다 위를 ’한마리 새처럼 자유롭고 짜릿하게 활강하면서 즐기는 체험시설’을 의미한다.,055-688-2351,씨라인,2021.9.6,5370000,경상남도 거제시
오션어드벤처,관광지,경상남도 거제시 일운면 거제대로 2660,경상남도 거제시 일운면 소동리 115,34.843791,128.702943,10630.15,화장실+ 샤워장,콘도,N,N,안내소,,2013.6.12,500,30,소노캄 거제 내에 위치한 종합 유원시설로 여름철 물놀이를 즐길 수 있다.,1588-4888,오션베이,2021.9.6,5370000,경상남도 거제시
옥포대첩기념공원,관광지,경상남도 거제시 팔랑포2길 87,경상남도 거제시 옥포동 산1-1,34.902196,128.714059,25046.53,화장실,N,N,N,안내소,,2010.4.12,1000,50,임진왜란 발발 이후 충무공 이순신장군이 첫 승전한 옥포해전을 기념하고 충무공정신을 후세에 길이 계승하기 위하여 조성한 기념공원이다,055-639-8129,경상남도 거제시 거제해양관광개발공사,2021.9.6,5370000,경상남도 거제시
조선해양문화관,관광지,경상남도 거제시 일운면 지세포해안로 41,경상남도 거제시 일운면 지세포리 929-88,34.833694,128.701885,4510.12,화장실,N,N,전시실,안내소,,2003.10.1,300,30,어촌에 전해 내려오는 전통문화 및 어업변천사 등 보전 전시하여 청소년 교육의 장과 도시민의 휴식공간으로 활용,055-639-8270,조선해양문화관,2021.9.6,5370000,경상남도 거제시
지심도,관광지,경상남도 거제시 일운면 지심도길 56-12,경상남도 거제시 일운면 옥림리 산1,34.820647,128.751037,400033.31,화장실,민박(펜션),N,N,N,,2017.2.20,3000,20,지심도 섬 전체가 거의 동백나무로 뒤덮여 있는 섬으로 장승포항에서 5km 쯤 떨어져 있다. 지심도 일주도로인 오솔길을 따라 걸으면 2~3시간이면 전부 감상 할 수 있다.,055-639-4193,경상남도 거제시청,2021.9.6,5370000,경상남도 거제시
칠천량해전공원,관광지,경상남도 거제시 하청면 칠천로 265-39,경상남도 거제시 하청면 연구리 산85-4,34.977629,128.628247,6841.2,화장실,N,N,전시실,안내소,,2014.5.20,1000,40,임진왜란 당시 조선 수군의 최대 패전으로 기록된 칠천량 해전의 의미를 되새기는 기념공원이다,055-639-8250,경상남도 거제시 거제해양관광개발공사,2021.9.6,5370000,경상남도 거제시
포로수용소유적공원,관광지,경상남도 거제시 계룡로 61,경상남도 거제시 고현동 362,34.87637998,128.625371,79000,화장실,N,아바타포,전시실,안내소,,1998.3.20,2000,100,한국전쟁 당시 거제도는 고립된 천연의 수용소로 아픈 한국 현대사의 상처가 남아 있는 곳이다.,055-639-0625,경상남도 거제시 거제해양관광개발공사,2021.9.6,5370000,경상남도 거제시
거제해금강,관광지,,경상남도 거제시 남부면 갈곶리 산 1,34.732851,128.683858,102000,없음,N,N,N,N,,1971.1.1,0,0,자연경관이 빼어나 1971년 명승제2호로 지정됨，수억 년 파도와 바람에 씻긴 형상이 갖가지 모습을 연출한다.,055-639-3404,경상남도 거제시청,2021.9.6,5370000,경상남도 거제시
외도,관광지,경남 거제시 일운면 외도길 17,경상남도 거제시 일운면 와현리 산 109,34.769507,128.711805,139463,화장실,N,N,전시실,안내소,,1995.4.15,2000,0,개인 소유 섬으로 거제의 대표적인 관광지이다.,055-681-4541,경상남도 거제시청,2021.9.6,5370000,경상남도 거제시
공곶이,관광지,,경상남도 거제시 일운면 와현리 87,34.799878,128.715007,121521,없음,N,N,N,N,,2009.4.15,1000,50,지형이 궁둥이처럼 튀어나왔다고 해서 공곶이라고 불리며，수선화와 동백나무 등 50여 종의 나무와 꽃이 심겨 있다,055-639-4183,경상남도 거제시청,2021.9.6,5370000,경상남도 거제시
김영삼전대통령생가기록전시관,관광지,경상남도 거제시 장목면 옥포대첩로 743,경상남도 거제시 장목면 외포리 1371,34.931413,128.715439,8420,화장실,N,N,N,안내소,,2010.6.1,500,15,거산 김영상대통령의 정치적 삶과 민주주의 사상을 널리 알리고 계승하기 위하여 개관,055-639-8290,경상남도 거제시 거제해양관광개발공사,2021.9.6,5370000,경상남도 거제시
문동휴양지,관광지,,경상남도 거제시 문동동 산 8,34.859998,128.664094,7421.58,화장실,N,N,N,N,,1999.5.20,250,50,문동폭포와 함께 우그러진 숲，시원한 바람을 느낄 수 있는 도심 속 휴양지이다,055-639-4183,경상남도 거제시청,2021.9.6,5370000,경상남도 거제시
바람의언덕,관광지,,경상남도 거제시 남부면 갈곶리 산14-47,34.742256,128.662967,84953.21,화장실,N,N,N,N,,2002.10.1,3000,150,영화의 제목처럼 불리는 언덕으로 실제 많은 드라마 속 배경으로 유명해졌다. 마무 계단으로 연결된 산책로를 따라 언덕을 오르면 몸을 가누기 힘들 정도의 바람이 마치 힘겨루기 하듯 불어온다. 정상 부근 벤치에 앉으면 지중해의 경치가 부럽지 않은 우리 국토의 또 다른 아름다움이 눈앞으로 펼쳐진다.,055-639-4183,경상남도 거제시청,2021.9.6,5370000,경상남도 거제시
우제봉전망대,관광지,,경남 거제시 남부면 갈곶리 산2-16,34.732023,128.673563,220114.15,없음,N,N,N,N,,1994.2.1,1000,200,한려해상국립공원을 한눈에 볼 수 있는 전망대로 해발 107m에 위치해 있다. 정면으로는 거제 해금강이 보여 멋진비경을 자랑한다,055-639-4793,경상남도 거제시청,2021.9.6,5370000,경상남도 거제시
청마기념관,관광지,경상남도 거제시 둔덕면 방하2길 6,경상남도 거제시 둔덕면 방하리 505-1,34.854887,128.517123,550.18,화장실,N,N,전시실,안내소,,2000.5.1,200,20,청마 유치환이 태어난 곳으로 그이 문학 정신을 기리고 그 업적을 고양하기 위하여 기념관을 건립,055-635-8340,경상남도 거제시 거제해양관광개발공사,2021.9.6,5370000,경상남도 거제시
씨월드,관광지,경상남도 거제시 일운면 지세포해안로 15,경상남도 거제시 일운면 소동리 478-1,34.835848,128.701478,7696.89,화장실,N,N,전시실+돌고래체험,안내소,,2013.5.10,300,30,대한민국 최대의 돌고래 체험시설로 돌고래 만지기，악수하기，돌고래에게 먹이주기 등 다양한 체험 및 교육프로그래을 즐길 수 있다.,055-682-0330,거제씨월드,2021.9.6,5370000,경상남도 거제시
알로에테마파크,관광지,경상남도 거제시 거제면 거제남서로 3937,경상남도 거제시 거제면 내간리 산121-3,34.835716,128.560282,3219.1,화장실,N,N,전시실,안내소,,2014.12.1,500,30,알로에를 화분에 심어가져가거나 족욕을 즐기는 등 다양한 체험을 할 수 있는 테마파크,055-632-9907,알로에테마파크,2021.9.6,5370000,경상남도 거제시
노을이물드는언덕,관광지,,경상남도 거제시 사등면 창호리 1475,34.954616,128.519341,3974,화장실,N,N,전망대,N,,2012.12.1,300,10,푸른 빛 바다와 붉은 노을이 어우러져 아름다운 풍경을 자아내는 곳,055-639-4183,경상남도 거제시청,2021.9.6,5370000,경상남도 거제시
가조수협효시공원,관광지,경상남도 거제시 사등면 가조서로 7,경상남도 거제시 사등면 창호리 2080,34.929516,128.525144,3141,화장실,N,N,전시실,안내소,,2018.12.26,100,20,우리나라 수산업협동조합의 처음 시작된 역사적 의미 기념하여 조성함.,055-639-8341,경상남도 거제시 거제해양관광개발공사,2021.9.6,5370000,경상남도 거제시
명승 거창 수승대,관광지,경상남도 거창군 위천면 은하리길 2,경상남도 거창군 위천면 황산리 750-3,35.760923,127.8336763,297679,관리사무소+취사장+화장실+관광안내소,여관,"모험시설,간이수영장,썰매장(20179)","목재체험장,조경휴게지,구연서원,요수정,원각사,야외공연장,야영장,오토캠핑장(29659)",,"자연취락용지,현수교(207559)",1986.8.20,10000,483,"거창군 위천면 황산리에 있는 영남 제일의 동천(洞天: 산천으로 둘러싸인 경치 좋은 곳)으로 알려진 ‘안의삼동(安義三洞)’ 중 하나로 원학동 계곡 한가운데 넓은 화강암 암반으로 이루어진 계곡이다. 이곳은 암반 위를 흐르는 계류와 숲이 어우러져 빼어난 자연경관을 이루고 있어 2008년에 명승 제53호로 지정[네이버 지식백과] 거창 수승대 [居昌搜勝臺] (한국민족문화대백과, 한국학중앙연구원)",055-940-8532,거창군,2021.8.30,5470000,경상남도 거창군
가조온천,관광지,경상남도 거창군 가조면 온천길161,경상남도 거창군 가조면 일부리 1301,35.69875771,128.0231044,230673.6,관리사무소+주차장+공원,여관,"테니스장,종합위락센터(6645)","온천장,공원(20302)",,"녹지,하천(59043)",1992.2.11,6100,168,"온천수  - 수질 : 26.5℃ / PH 9.7(국내 최고의 강 알칼리성 수질)      ▶ 류머티즘, 알레르기성 피부염 등에 탁월한 효과",055-940-3443,거창군,2021.8.30,5470000,경상남도 거창군
회산백련지,관광지,전라남도 무안군 일로읍 백련로 333,전라남도 무안군 일로읍 복룡리 150,34.86034808,126.5300096,185316,"화장실, 주차장, 전기시설, 통신시설, 상하수도시설, 매표소",없음,지압산책로,오토캠핑장,공연장,없음,2004.1.6,2000,563,"동양 최대의 백련서식지, 수상유리온실, 수생식물생태관, 생태탐방로, 야외물놀이장, 오토캠핑장 등 다양한 시설을 갖추고 있어 체험과 관광을 동시에 즐길수 있음",061-450-5863,무안군 회산백련지사업소,2021.8.25,4950000,전라남도 무안군
은평역사한옥박물관,관광지,서울특별시 은평구 연서로50길 8,서울특별시 은평구 진관동 135-5,37.64033246,126.9380102,6530,"장난감도서관, 휴게실, 화장실 등",없음,없음,"은평역사실, 한옥전시실",매표소(안내),,2014.10.7,300,26,은평구의 문화유산과 한옥의 전통을 소개하는 박물관,02-351-8525,서울특별시 은평구청,2021.7.7,3110000,서울특별시 은평구
금성당,관광지,서울특별시 은평구 진관2로 57-23,서울특별시 은평구 진관동 175-836,37.63513547,126.92538,2684,화장실,없음,없음,,,,2008.7.22,50,0,세종대왕 6째 아들 금성대군을 모신 당,02-388-6522,서울특별시 은평구청,2021.7.7,3110000,서울특별시 은평구
괴강,관광지,충청북도 괴산군 괴산읍 충민로검승3길 10,충청북도 괴산군 괴산읍 검승리 623,36.80676203,127.8252917,238132,"도로, 주차장, 관리사무소, 이벤트광장","향토음식점, 노변휴게소","극기훈련장, 다목적구장","청소년수련관, 생태학습준비실, 괴강국민여가캠핑장 야외무대, 괴강공원, 농업역사박물관",,녹지,2000.12.27,1000,140,"달천을 중심으로 괴강국민여가캥핑장 농업역사박물관, 각종 체육시설등이 조성된 관광지",043-830-3820,충청북도 괴산군,2021.6.28,4460000,충청북도 괴산군
수옥정,관광지,"충청북도 괴산군 연풍면 수옥정길 174, 수옥정관광지관리사무소",충청북도 괴산군 연풍면 원풍리 52-5,36.81361722,128.036232,229469,"주차장, 배수지, 공중화장실, 오수처리장, 관리사무소, 도로 및 광장","호텔, 여관, 펜션",물놀이장,저수지 위락시설,,"녹지, 사찰, 하천 및 저수지",1995.12.8,1000,120,"드라마 촬영등으로 유명한 수옥폭포와 수옥정, 한여름의 더위를 식혀주는 수옥정 물놀이장과 더불어 조령산, 깃대봉 등의 명산이 어우러져 자인이 만들어 낸 천혜의 관광지",043-830-2683,충청북도 괴산군,2021.6.28,4460000,충청북도 괴산군
변산해수욕장,관광지,전라북도 부안군 변산면 변산로 2086,전라북도 부안군 변산면 대항리 523-117,35.67999179,126.5309105,0,관리사무소+화장실+주차장,"민박, 펜션 등",,,,,2008.4.28,0,0,국립공원 변산반도에 위치한 노을이 아름다운 해수욕장,063-580-4739,부안군,2021.6.15,4790000,전라북도 부안군
위도해수욕장,관광지,전라북도 부안군 위도면 위도로 366,전라북도 부안군 위도면 진리 545,35.60583098,126.2853294,0,관리사무소+화장실+주차장,"민박, 펜션 등",,,,,1992.8.22,0,0,산들이 감싸고 있는 아담한 모래사장과 맑은 물이 아름다운 위도의 해수욕장,063-583-3804,부안군,2021.6.15,4790000,전라북도 부안군
모항해수욕장,관광지,전라북도 부안군 변산면 모항길 23-1,전라북도 부안군 변산면 도청리 165,35.5831428,126.5082098,0,관리사무소+화장실+주차장,모항해나루가족호텔 등,,,,,2000.11.30,0,0,아담한 백사장과 소나무 밭이 조화를 이루는 해수욕장,063-580-4738,부안군,2021.6.15,4790000,전라북도 부안군
문경새재 도립공원,관광지,경상북도 문경시 문경읍 새재로 932,,36.76160207,128.0769905,1,"관리사무소+화장실(31동 - 수세식 12동, 재래식 19동)+주차장(4개소)",,,,,,1981.6.4,10000,2320,"문경새재는 새도 날아서 넘기 힘든 고개라는 뜻으로, 조령(鳥嶺)이라고도 한다. 풀이 우거진 고개[草岾] 또는 하늘재와 이우리재[伊火峴] 사이에 있는 고개라는 뜻에서 ''''''''''''''''새재''''''''''''''''로 했다는 설과 새로[新] 생긴 고개라는 뜻에서 ''''''''''''''''새재''''''''''''''''로 지었다는 설도 전해진다.1966년 문경관문이 사적 147호로 지정된 뒤, 1974년에는 주흘산(1,106m)과 조령관문 일원이 경상북도지방기념물 18호로 지정되었다. 1979년 경상북도 제1호 국민관광지, 1982년 문화재보호구역으로 각각 지정되었다. 1997년 문경새재박물관을 개관한 데 이어, 2000년과 2002년에 각각 KBS 촬영장과 문경새재 야외공연장을 개장하였다.",054-550-8351,문경새재관리사무소,2021.3.10,5120000,경상북도 문경시
문경 에코랄라(석탄박물관 포함),관광지,경상북도 문경시 가은읍 왕능길 112,,36.65420039,128.0613259,1,관리사무소+화장실(동)+주차장(개소),,,,,,2018.10.2,4911,375,백두대간 생태자원이라는 핵심 콘텐츠와 친환경 녹색문화의 중심 문경에서 영상문화 콘텐츠를 결합한 생태 녹색 에너지환경 테마의 휴양문화공간으로 조성되어 모든 연령층이 함께 즐길 수 있는 문화 콘텐츠 테마파크,054-550-6398,문경시청 관광진흥과,2021.3.10,5120000,경상북도 문경시
문경 철로자전거(진남역),관광지,,경상북도 문경시 마성면 신현리 126-1,36.6546769,128.1263292,1,관리사무소+화장실(동)+주차장(개소),,,,,,2005.3.28,160,58,"전국 최초의 철로자전거, 영화의 촬영지로 쓰여도 좋을 만큼 예쁜 진남역을 출발해 진남교반의 절경을 감상하며 불정역까지 갔다가 돌아오는 코스",054-553-8300,문경관광진흥공단,2021.3.10,5120000,경상북도 문경시
문경 철로자전거(구랑리역),관광지,경상북도 문경시 마성면 구랑로 20,,36.66102501,128.0993075,1,관리사무소+화장실(동)+주차장(개소),,,,,,2013.9.10,180,64,진남역을 출발해 야생화를 감상하며 달리다 어두운 터널을 통과하는 독특한 체험을 할 수 있는 구랑리역 코스,054-553-8300,문경관광진흥공단,2021.3.10,5120000,경상북도 문경시
